Sample	pattern	L1 	L2	t1	t2	tp	rate	W	freq	Q	Tmax	Stiff		400	sample	10975	sec	27.4375
1617	1	0.006912162	0.003929835	2.23E-07	8.90E-07	2.29E-05	0.411161691	0.00011717	34.87020005	1.164534405	539.2131255	0.00213902						
1618	1	0.006406171	0.002419972	2.33E-07	6.83E-07	1.95E-05	0.337987954	0.000159986	27.86391285	0.465815711	294.3897246	0.0006073						
1619	1	0.0067118	0.002060242	2.22E-07	7.50E-07	2.18E-05	0.545970749	0.000165989	25.04254323	0.39764803	261.5028216	0.001238379						
1620	1	0.006419819	0.003096199	1.54E-07	8.13E-07	2.65E-05	0.287694991	0.000213255	22.50843553	0.620252615	354.7868977	0.000524018						
1621	1	0.004293351	0.002130087	1.87E-07	7.03E-07	1.52E-05	0.237933244	0.000194497	52.06871273	0.36970255	305.9591873	0.00071324						
1622	1	0.003252582	0.003632961	1.57E-07	7.19E-07	2.58E-05	0.225318641	0.000191274	61.65835029	0.522456649	375.7720571	0.001676548						
1623	1	0.005864767	0.003439847	2.24E-07	8.76E-07	1.52E-05	0.340040539	0.000101974	58.74135652	1.226285693	640.1141148	0.001144957						
1624	1	0.006584643	0.003486472	1.79E-07	6.74E-07	1.33E-05	0.374791496	0.000115158	33.69680998	0.810850834	423.0817754	0.000349072						
1625	1	0.004086479	0.002474211	1.65E-07	7.88E-07	2.46E-05	0.262406596	0.00017828	51.0556375	0.534661957	411.2576006	0.000800918						
1626	1	0.003566369	0.003809031	1.85E-07	6.64E-07	2.74E-05	0.272334559	0.000260742	42.73319742	0.317112527	226.8093774	0.000975006						
1627	1	0.006702271	0.003644072	2.19E-07	7.88E-07	2.78E-05	0.212934201	0.000296472	18.6466043	0.42923907	236.7445237	0.000369412						
1628	1	0.006299091	0.003318636	1.95E-07	8.29E-07	2.60E-05	0.515881541	0.000226552	23.39012452	0.43436257	250.2702391	0.000185189						
1629	1	0.003238237	0.002778811	1.92E-07	8.66E-07	2.27E-05	0.246248757	0.000277061	74.49155244	0.358883479	293.1096034	0.001406015						
1630	1	0.003816358	0.00223252	2.34E-07	7.53E-07	1.91E-05	0.210065988	0.000114777	83.65378126	0.685700113	544.091534	0.00191767						
1631	1	0.006844458	0.002316789	2.43E-07	6.95E-07	1.15E-05	0.233730986	0.000234511	28.10481001	0.338711734	220.8827553	0.000226824						
1632	1	0.00324867	0.003390338	1.50E-07	6.63E-07	1.55E-05	0.201977085	0.000163046	76.23721391	0.547313674	404.6131363	0.003859038						
1633	1	0.004408939	0.003089469	1.59E-07	7.09E-07	2.18E-05	0.212300294	0.000100925	54.28649138	1.038318652	667.2779967	0.001566314						
1634	1	0.004506829	0.002331031	1.81E-07	7.08E-07	1.61E-05	0.415407414	0.000216804	42.9618762	0.298748126	238.5694209	0.000241688						
1635	1	0.006162683	0.002745438	2.25E-07	8.61E-07	2.10E-05	0.370099464	0.000270184	28.27539341	0.373129312	237.3358879	0.000258896						
1636	1	0.005297603	0.003536508	2.04E-07	9.94E-07	1.21E-05	0.351941524	0.000160201	70.24403886	0.916055611	518.0006877	0.003304686						
1637	1	0.004890864	0.002445137	1.82E-07	6.91E-07	1.04E-05	0.513539941	0.000103095	63.29532661	0.605658654	420.3491737	0.000594851						
1638	1	0.005435693	0.00345592	2.38E-07	7.89E-07	2.50E-05	0.208534302	0.00013621	40.57653038	0.875297195	493.7397963	0.001441878						
1639	1	0.003517086	0.003720104	2.30E-07	6.75E-07	1.34E-05	0.3599578	0.000235114	70.21456326	0.290961597	215.6381519	0.000859011						
1640	1	0.006742108	0.00295247	1.90E-07	6.76E-07	1.67E-05	0.255193502	0.000188196	23.56620972	0.499239713	289.2225977	0.000480947						
1641	1	0.006921355	0.0028793	2.30E-07	9.27E-07	1.46E-05	0.303123933	0.000228252	33.91967872	0.564463457	319.4453587	0.000726332						
1642	1	0.003496428	0.002814116	1.57E-07	6.44E-07	2.06E-05	0.210386969	0.0001423	61.10963193	0.548587734	427.151242	0.001185098						
1643	1	0.00697648	0.003489282	2.48E-07	9.81E-07	1.94E-05	0.541168445	0.000297507	26.11458987	0.390393072	213.7524921	0.000203604						
1644	1	0.004236308	0.003903472	1.61E-07	6.47E-07	1.00E-05	0.347672525	0.000160631	61.03840136	0.512093288	326.9953946	0.000669497						
1645	1	0.003481364	0.003423824	2.46E-07	7.29E-07	2.58E-05	0.243845736	0.000234297	59.17074136	0.358651451	263.1842811	0.021436646						
1646	1	0.00589585	0.003765204	1.50E-07	6.41E-07	1.74E-05	0.599595519	0.000282938	18.29361387	0.247263294	156.8468764	0.000177691						
1647	1	0.003681976	0.002345235	1.60E-07	8.42E-07	1.82E-05	0.280673938	0.000151157	81.37194487	0.652201952	525.7825908	0.001239131						
1648	1	0.003750757	0.003767545	2.13E-07	8.49E-07	2.32E-05	0.271281191	0.000135417	80.33240841	0.860501708	541.5427277	0.002572318						
1649	1	0.005582296	0.003768244	1.75E-07	8.34E-07	1.97E-05	0.220670221	0.000267817	31.19054463	0.537927016	311.1387629	0.000933548						
1650	1	0.00595789	0.003109032	1.93E-07	9.12E-07	1.79E-05	0.463788979	0.000171446	40.21380914	0.675956554	390.7817431	0.000477628						
1651	1	0.004576688	0.002356955	1.55E-07	6.99E-07	2.80E-05	0.393643596	0.000296489	26.04048839	0.236069163	192.8013774	0.003851483						
1652	1	0.003578998	0.003023333	2.49E-07	9.05E-07	2.93E-05	0.294596225	0.000285976	62.06478564	0.341599003	260.101433	0.00729299						
1653	1	0.003390089	0.002819549	1.63E-07	9.02E-07	1.70E-05	0.279734193	0.000189957	94.63934733	0.599532681	462.9827941	0.002717525						
1654	1	0.005946072	0.002406735	2.27E-07	6.97E-07	2.23E-05	0.489052721	0.000169154	27.79634135	0.379661076	254.5583988	0.00020837						
1655	1	0.003468892	0.002361577	1.69E-07	7.44E-07	1.81E-05	0.467622831	0.000145156	75.80966833	0.435088425	370.1580588	0.000570617						
1656	1	0.006828851	0.00286333	2.30E-07	9.19E-07	2.99E-05	0.33160754	0.000142361	30.24155695	0.908113567	486.9265633	0.000739891						
1657	1	0.006049367	0.003513519	2.46E-07	8.28E-07	2.22E-05	0.337419026	0.000173018	34.70066127	0.649591711	357.0571099	0.000836194						
1658	1	0.005399952	0.003051258	1.98E-07	8.62E-07	1.08E-05	0.571498111	0.000137985	59.86961339	0.645904046	392.7311829	0.000392311						
1659	1	0.005331919	0.002030821	1.79E-07	6.18E-07	2.59E-05	0.414544507	0.000242273	21.13480993	0.223650083	182.0405864	0.000117093						
1660	1	0.005347179	0.002421895	1.91E-07	8.06E-07	2.68E-05	0.392470433	0.000231982	29.64902228	0.370122028	263.5448321	0.000252678						
1661	1	0.006411059	0.002963056	1.77E-07	8.92E-07	2.94E-05	0.295440041	0.000175125	27.3690196	0.803364263	452.6348983	0.000661678						
1662	1	0.003970819	0.002037879	2.48E-07	9.21E-07	2.13E-05	0.461011365	0.000177766	74.7337659	0.408914622	345.3881382	0.000632132						
1663	1	0.006974833	0.003427532	1.60E-07	7.79E-07	2.39E-05	0.56869954	0.000166591	20.73116997	0.60151348	316.9306734	0.000339206						
1664	1	0.005529964	0.003864371	1.93E-07	7.20E-07	2.78E-05	0.259222049	0.000103475	35.90863602	1.11866272	585.6966925	0.001182152						
1665	1	0.006836649	0.003428939	1.81E-07	9.31E-07	2.62E-05	0.45712519	0.000281851	21.35899632	0.475095835	260.0556972	0.000221625						
1666	1	0.005514742	0.002236942	2.42E-07	8.50E-07	1.52E-05	0.218482304	0.000290261	39.04531234	0.329425871	243.1190122	0.001935898						
1667	1	0.003083709	0.0021761	2.02E-07	9.51E-07	1.80E-05	0.439262338	0.000212265	109.075755	0.363934945	340.6086926	0.000985487						
1668	1	0.003300203	0.00278298	1.85E-07	6.98E-07	1.22E-05	0.306881818	0.000122458	107.5218175	0.582787977	459.008062	0.001635693						
1669	1	0.00406557	0.003872163	1.69E-07	8.03E-07	1.30E-05	0.254700566	0.00028414	58.96352068	0.419481617	276.1814612	0.007082891						
1670	1	0.006486277	0.00202471	2.22E-07	9.51E-07	1.77E-05	0.244689421	0.000149286	43.38219446	0.80534918	505.3172284	0.000747737						
1671	1	0.006387125	0.003319318	2.28E-07	7.43E-07	1.37E-05	0.234365914	0.000102036	45.03544271	1.095925922	567.3466351	0.001004076						
1672	1	0.004317869	0.00260166	2.01E-07	7.55E-07	2.87E-05	0.511883972	0.000131908	46.95263728	0.51092611	371.4233387	0.000512283						
1673	1	0.003709849	0.003610587	2.06E-07	7.88E-07	1.72E-05	0.353149014	0.000174355	75.52337955	0.519233716	355.5121458	0.021501084						
1674	1	0.004025227	0.003944076	2.16E-07	8.02E-07	1.40E-05	0.345183987	0.000120877	90.78924474	0.841324971	506.4759678	0.001716993						
1675	1	0.004814854	0.002129587	2.35E-07	7.12E-07	2.82E-05	0.44638653	0.000111954	44.32212605	0.550407459	402.8735873	0.000522575						
1676	1	0.005255773	0.00333654	1.84E-07	6.15E-07	1.57E-05	0.519940691	0.00028625	24.33105044	0.209363317	145.7090701	0.000110709						
1677	1	0.004324299	0.003474839	2.07E-07	6.06E-07	1.85E-05	0.513670664	0.000105876	50.80794598	0.539324281	350.5247767	0.000531338						
1678	1	0.006923259	0.003379888	2.28E-07	8.39E-07	1.57E-05	0.477549699	0.000249251	26.74371887	0.407211352	225.7170456	0.000186084						
1679	1	0.004770093	0.002838257	1.65E-07	8.16E-07	1.39E-05	0.486264099	0.000249837	44.38571963	0.342629153	243.0816759	0.000503563						
1680	1	0.005817988	0.003472575	2.16E-07	9.56E-07	1.98E-05	0.585083495	0.000168355	41.1372364	0.645299058	362.7906351	0.000499498						
1681	1	0.003499777	0.002417225	1.65E-07	9.23E-07	1.13E-05	0.43936727	0.000198121	106.3631028	0.455179751	381.3764382	0.000707599						
1682	1	0.004460081	0.003377118	2.36E-07	9.60E-07	2.90E-05	0.202614771	0.000280009	46.84612347	0.500628887	325.635234	0.001410876						
1683	1	0.003167729	0.003741784	1.94E-07	7.77E-07	1.66E-05	0.208721193	0.000287935	78.85828975	0.358479439	264.3226738	0.001345428						
1684	1	0.006281564	0.002574992	2.37E-07	9.44E-07	2.10E-05	0.540009773	0.000191448	34.83697307	0.500426651	308.5975789	0.000260255						
1685	1	0.004391113	0.002476922	1.55E-07	6.54E-07	2.16E-05	0.508466549	0.000280874	28.47908056	0.200177978	166.1634785	0.000281122						
1686	1	0.005816572	0.002844822	2.46E-07	9.02E-07	1.73E-05	0.288571778	0.000210123	42.22857083	0.5479824	337.8472273	0.000908212						
1687	1	0.004023779	0.003470507	1.82E-07	7.69E-07	2.50E-05	0.378583411	0.000170618	51.77355201	0.534981366	359.8211025	0.000911259						
1688	1	0.00313574	0.003456029	2.12E-07	6.50E-07	1.43E-05	0.212380764	0.000161675	92.04775488	0.47001368	351.1720581	0.002854926						
1689	1	0.00380582	0.00213486	1.50E-07	8.55E-07	2.61E-05	0.30509434	0.000178868	59.91860196	0.543743084	456.8183753	0.000789255						
1690	1	0.004135313	0.003427289	1.69E-07	8.32E-07	1.49E-05	0.425822731	0.000287181	53.20092244	0.338615288	240.3002908	0.000126771						
1691	1	0.006518436	0.003985352	2.45E-07	7.91E-07	1.25E-05	0.354665952	0.000112831	47.68113543	1.024407172	493.7542006	0.000839791						
1692	1	0.005232983	0.003844858	2.43E-07	9.30E-07	1.37E-05	0.565112859	0.000178622	57.29451287	0.562278251	326.2150419	0.000521198						
1693	1	0.005136681	0.002902923	1.79E-07	8.49E-07	1.36E-05	0.48558945	0.000285429	40.09894251	0.319928681	219.5881975	0.00074532						
1694	1	0.006329471	0.002992965	2.46E-07	9.37E-07	1.23E-05	0.475345738	0.000287236	37.71747863	0.357126649	217.7300354	0.000593769						
1695	1	0.004228447	0.003721309	2.45E-07	8.73E-07	2.13E-05	0.473586361	0.000129995	72.91998258	0.724728519	444.3691762	0.001218384						
1696	1	0.004212123	0.003463595	1.78E-07	8.46E-07	1.59E-05	0.495569513	0.000203655	59.20467992	0.453545651	310.7639925	0.001287015						
1697	1	0.005976084	0.002806919	1.66E-07	6.09E-07	1.21E-05	0.446219783	0.0002864	22.37137958	0.222933975	153.8445803	7.54E-05						
1698	1	0.005533136	0.002013374	1.71E-07	6.32E-07	1.32E-05	0.25365332	0.000118361	40.88487343	0.583981073	414.5300872	0.000536022						
1699	1	0.003287185	0.002537695	1.54E-07	8.98E-07	2.89E-05	0.440226148	0.000144272	81.80896442	0.650793048	530.9196503	0.001658153						
1700	1	0.004744373	0.002347121	1.69E-07	6.76E-07	2.86E-05	0.518529766	0.000198109	27.74441781	0.292409075	228.0080718	0.000151553						
1701	1	0.003739196	0.002455569	2.35E-07	7.98E-07	2.97E-05	0.580041225	0.000134445	61.64680575	0.436521827	353.751347	0.00052894						
1702	1	0.00452934	0.002895267	1.86E-07	6.58E-07	2.63E-05	0.533189117	0.000136342	36.74270498	0.438145754	307.5781049	0.00030896						
1703	1	0.004625183	0.002842902	2.03E-07	7.72E-07	1.00E-05	0.30271517	0.000232932	59.13659566	0.374790836	266.6423802	0.00107175						
1704	1	0.005367694	0.002715699	2.05E-07	9.12E-07	2.12E-05	0.38424593	0.000160338	46.8932784	0.689595769	437.9443232	0.000651209						
1705	1	0.006683673	0.003772362	2.38E-07	9.88E-07	2.50E-05	0.596936768	0.000103109	40.02350119	1.204248736	561.9401079	0.001096809						
1706	1	0.004823053	0.003040997	1.59E-07	9.14E-07	2.44E-05	0.497654275	0.00020908	41.05542915	0.527040206	347.5799481	0.000524859						
1707	1	0.005749293	0.003222587	1.58E-07	7.51E-07	1.81E-05	0.362005873	0.000237476	27.73545361	0.431934176	264.8814139	0.001150823						
1708	1	0.005217867	0.003236531	1.92E-07	9.38E-07	2.10E-05	0.326158001	0.00026263	39.84547542	0.50240961	312.8974556	0.000948916						
1709	1	0.006437452	0.00243473	1.62E-07	6.34E-07	1.31E-05	0.585788894	0.000260436	19.62948419	0.219256775	154.3639449	4.20E-05						
1710	1	0.003787169	0.003556099	1.53E-07	6.46E-07	1.37E-05	0.212469303	0.000285081	48.12512421	0.314019215	226.2301084	0.000932604						
1711	1	0.006506222	0.003900425	1.98E-07	7.73E-07	2.24E-05	0.480219391	0.000146051	27.79194713	0.709895718	361.1468611	0.000392196						
1712	1	0.00692397	0.00232703	2.13E-07	8.57E-07	2.27E-05	0.354765586	0.000297443	21.22592183	0.33359398	217.7984224	0.000184491						
1713	1	0.004046898	0.002915617	1.61E-07	7.43E-07	2.57E-05	0.4922696	0.000161023	46.29619409	0.459782488	339.1190569	0.000399579						
1714	1	0.005580311	0.003678731	2.02E-07	7.53E-07	2.24E-05	0.414221868	0.000220952	28.7727129	0.422941495	250.4158192	0.001957339						
1715	1	0.005920447	0.002752627	1.62E-07	7.47E-07	2.62E-05	0.338685706	0.000279541	20.47759376	0.341010627	224.6708372	0.000618182						
1716	1	0.003063612	0.002057567	2.35E-07	9.76E-07	2.53E-05	0.397087031	0.000293161	87.95106529	0.257615605	254.2803877	0.001721829						
1717	1	0.005219773	0.003304474	2.47E-07	9.61E-07	1.05E-05	0.4917503	0.000214865	64.98159542	0.483489576	297.5989521	0.00089539						
1718	1	0.003606681	0.002098965	2.03E-07	6.16E-07	2.00E-05	0.390396293	0.000142067	60.12382938	0.338658152	303.4147175	0.000595335						
1719	1	0.005616197	0.002097946	2.36E-07	6.16E-07	2.28E-05	0.430846365	0.000201287	24.99489073	0.257729527	196.4661094	0.000181522						
1720	1	0.006516219	0.002368707	1.70E-07	6.53E-07	2.64E-05	0.557395027	0.000247069	14.96412598	0.24293732	168.5366484	5.06E-05						
1721	1	0.00363874	0.002844584	2.13E-07	8.39E-07	1.59E-05	0.352708894	0.000256405	73.43931634	0.328644595	259.0332237	0.000727657						
1722	1	0.006939085	0.002410256	2.28E-07	9.38E-07	1.92E-05	0.518861952	0.000235825	27.96953842	0.416010548	257.3357495	0.001112901						
1723	1	0.003942299	0.003504459	2.42E-07	9.98E-07	2.77E-05	0.202352083	0.00020068	71.69621348	0.730229214	472.7965418	0.003057068						
1724	1	0.003060346	0.002191874	2.29E-07	8.21E-07	2.44E-05	0.205076759	0.000145696	103.6979094	0.562279103	501.9679046	0.002650036						
1725	1	0.003480895	0.003265956	1.52E-07	9.76E-07	3.00E-05	0.436020018	0.000175644	74.30577674	0.708338875	512.4446859	0.002634225						
1726	1	0.006340223	0.002964692	1.56E-07	7.84E-07	1.64E-05	0.559144455	0.000282032	22.45326433	0.314651451	197.1326381	9.44E-05						
1727	1	0.005604672	0.002492106	1.73E-07	8.19E-07	1.79E-05	0.3570291	0.000250959	32.35837248	0.384564832	265.4628746	0.000584096						
1728	1	0.004061682	0.002693782	2.43E-07	7.50E-07	1.97E-05	0.412499624	0.000147643	65.14205716	0.464113894	344.6009572	0.000741571						
1729	1	0.003840487	0.002590414	2.03E-07	8.03E-07	2.00E-05	0.492137363	0.0002823	50.82340455	0.234476154	199.6596429	0.000312242						
1730	1	0.006598849	0.00360985	1.95E-07	6.94E-07	1.13E-05	0.372695171	0.00015684	33.19006421	0.607185105	324.556873	0.000427643						
1731	1	0.004820497	0.003958704	2.43E-07	8.39E-07	2.17E-05	0.359679882	0.000122614	59.57739002	0.906896982	501.1917296	0.001382407						
1732	1	0.006771517	0.002428649	1.67E-07	7.39E-07	2.24E-05	0.366331228	0.000187147	21.68929676	0.487710861	301.3499951	0.000329415						
1733	1	0.004140785	0.003810179	2.18E-07	6.42E-07	1.17E-05	0.34702917	0.000102679	79.65536253	0.726270128	445.5783699	0.002973309						
1734	1	0.0046881	0.003151419	1.69E-07	6.09E-07	2.32E-05	0.279995525	0.00019173	30.01313972	0.390261452	265.9704103	0.001544684						
1735	1	0.003786078	0.003387148	2.25E-07	8.17E-07	2.05E-05	0.422788926	0.000181343	69.11889503	0.460610025	325.9367196	0.001260847						
1736	1	0.005922524	0.002587024	2.28E-07	6.30E-07	1.94E-05	0.564444687	0.000179831	25.03474033	0.299723595	202.6867417	0.000218101						
1737	1	0.004712089	0.003890168	1.90E-07	6.97E-07	2.75E-05	0.369429539	0.000198798	32.38370032	0.441894013	273.1665115	0.001702657						
1738	1	0.005209466	0.002497138	1.76E-07	6.84E-07	2.16E-05	0.541063999	0.00026703	24.07643842	0.225073473	170.8559063	0.000177667						
1739	1	0.005575588	0.003970016	2.48E-07	8.73E-07	2.57E-05	0.512205877	0.00016976	37.41792597	0.606424412	330.2126661	0.001191441						
1740	1	0.003185589	0.002705665	1.86E-07	6.52E-07	2.96E-05	0.362594106	0.000183151	55.42172456	0.318384025	274.2244518	0.001340381						
1741	1	0.006130763	0.002866408	2.08E-07	8.60E-07	1.07E-05	0.583577695	0.000180802	43.52601056	0.478305041	290.3822476	0.00020934						
1742	1	0.005382079	0.003866157	2.44E-07	9.02E-07	2.08E-05	0.204298739	0.000264858	39.18596096	0.546435266	314.4788424	0.001536376						
1743	1	0.005986076	0.00220607	1.55E-07	6.74E-07	1.95E-05	0.543272195	0.000101927	31.51010882	0.645922037	417.096631	0.00017586						
1744	1	0.004893958	0.00229987	1.75E-07	6.23E-07	1.41E-05	0.384390071	0.000193098	36.66905217	0.302295408	234.5223438	0.001293332						
1745	1	0.004404224	0.002882006	1.83E-07	8.29E-07	2.98E-05	0.34439822	0.00024357	38.44353669	0.400712789	286.2367296	0.000498522						
1746	1	0.005290914	0.002760669	1.87E-07	7.70E-07	2.49E-05	0.450595701	0.000172016	33.31325709	0.483536844	319.1925164	0.000302772						
1747	1	0.006411479	0.00224005	1.67E-07	9.80E-07	2.96E-05	0.313848187	0.000150401	32.91226479	0.959622682	581.9922315	0.000642857						
1748	1	0.006353145	0.003604201	1.87E-07	7.45E-07	1.54E-05	0.597757751	0.000151894	30.14992471	0.548986266	299.3865545	0.000292861						
1749	1	0.003185053	0.003352666	2.00E-07	6.45E-07	1.92E-05	0.345518585	0.000243726	61.56383399	0.258251453	210.8078424	0.001107034						
1750	1	0.003361343	0.003688408	1.91E-07	9.03E-07	2.11E-05	0.306636185	0.000195248	88.42234604	0.603570638	419.5843229	0.001937315						
1751	1	0.00354111	0.002155402	2.35E-07	7.35E-07	2.35E-05	0.434946348	0.000120887	78.20538237	0.471646591	402.1186338	0.000943265						
1752	1	0.003459212	0.002498691	1.91E-07	8.86E-07	2.74E-05	0.292979691	0.000263086	63.42964305	0.358535466	300.9528578	0.00146082						
1753	1	0.004385341	0.003921225	1.80E-07	6.62E-07	2.49E-05	0.331535774	0.000156579	39.66615158	0.54826464	339.6770541	0.000876264						
1754	1	0.003005328	0.003127827	1.94E-07	6.65E-07	2.41E-05	0.301847888	0.000208806	67.0682589	0.318905557	265.0463518	0.000718613						
1755	1	0.004572443	0.002489238	2.08E-07	6.21E-07	2.20E-05	0.544964072	0.000107994	43.06761488	0.463632409	336.9055071	0.000538094						
1756	1	0.004372439	0.002224467	2.09E-07	8.52E-07	2.56E-05	0.51663886	0.000247303	41.89592749	0.279631517	230.6752405	0.000326825						
1757	1	0.005594845	0.003823817	2.11E-07	8.95E-07	2.43E-05	0.567947949	0.000237997	30.84176323	0.430566134	252.8058245	0.001538219						
1758	1	0.006878184	0.002657852	1.59E-07	9.23E-07	2.37E-05	0.392403979	0.000134649	31.37174875	1.039593816	568.9144721	0.001467745						
1759	1	0.006757354	0.002276145	2.16E-07	6.78E-07	2.25E-05	0.376390873	0.000224147	19.4478315	0.314153976	208.7825827	0.002119651						
1760	1	0.005635789	0.002894304	2.35E-07	8.83E-07	1.86E-05	0.456476924	0.000224039	38.59971674	0.421773144	268.4846948	0.001022214						
1761	1	0.006551	0.003987209	2.23E-07	8.02E-07	1.10E-05	0.543318526	0.000121644	45.17503748	0.809123941	397.6600848	0.000397913						
1762	1	0.006663778	0.00334332	1.96E-07	9.85E-07	1.16E-05	0.206574484	0.000177183	46.82154088	1.019156485	530.7201603	0.001070141						
1763	1	0.005367629	0.003136473	1.51E-07	8.36E-07	1.72E-05	0.591431904	0.000105087	48.55247886	0.936407538	546.0455952	0.000390818						
1764	1	0.003528776	0.003101153	2.36E-07	8.73E-07	1.07E-05	0.375930851	0.00018804	116.6017466	0.461668638	346.0423835	0.008405078						
1765	1	0.006064447	0.003999679	1.76E-07	9.54E-07	1.10E-05	0.491821474	0.000166331	51.64779274	0.854436451	440.905816	0.000824561						
1766	1	0.004994807	0.003093319	1.72E-07	6.49E-07	1.97E-05	0.4565701	0.000274808	25.83701347	0.24179387	169.9516254	0.000660144						
1767	1	0.004792949	0.002274288	1.64E-07	9.93E-07	2.94E-05	0.502415404	0.000185779	44.87585433	0.583577453	425.538365	0.000423711						
1768	1	0.005234363	0.003513309	2.48E-07	6.17E-07	1.70E-05	0.269974133	0.00019533	34.08719959	0.397016998	247.5629888	0.000510712						
1769	1	0.004423618	0.003776939	1.57E-07	6.37E-07	1.41E-05	0.30937282	0.00022304	40.39961897	0.377414914	248.202556	0.000551293						
1770	1	0.005991141	0.002611453	2.27E-07	7.01E-07	2.34E-05	0.576979359	0.000126383	29.74138667	0.499530384	311.4299744	0.00028202						
1771	1	0.004778333	0.002715991	1.67E-07	8.00E-07	1.90E-05	0.55515267	0.000113243	52.79027005	0.71363908	474.3476498	0.000657251						
1772	1	0.006631137	0.003565309	1.97E-07	9.18E-07	2.75E-05	0.228153094	0.00023445	24.8071062	0.702099468	371.7628653	0.001017106						
1773	1	0.003497888	0.002850732	2.28E-07	8.36E-07	1.94E-05	0.272029414	0.000106758	109.7158995	0.885244093	640.2517038	0.018057315						
1774	1	0.006727279	0.003181528	2.01E-07	6.87E-07	2.90E-05	0.383418702	0.000172452	19.26099197	0.511328788	286.0330428	0.001167904						
1775	1	0.006323241	0.00358133	1.94E-07	8.50E-07	2.91E-05	0.306596377	0.000232696	23.58465005	0.572919221	314.9809734	0.000424233						
1776	1	0.005892619	0.003122156	2.47E-07	7.20E-07	1.99E-05	0.229683202	0.000156791	34.32159951	0.623909639	365.209394	0.000730706						
1777	1	0.003445589	0.002150614	2.50E-07	8.40E-07	2.58E-05	0.530827307	0.000272254	59.42151623	0.202789889	198.1707561	0.000339754						
1778	1	0.006747695	0.002071707	1.64E-07	8.90E-07	2.74E-05	0.286475007	0.000174821	25.90767844	0.703839274	441.9474744	0.000387162						
1779	1	0.00530404	0.002051294	1.54E-07	9.73E-07	1.80E-05	0.297051427	0.000256984	42.39683518	0.49184214	368.7594854	0.000409735						
1780	1	0.005434171	0.003786368	2.13E-07	9.70E-07	2.99E-05	0.20991876	0.000130018	46.91516418	1.363512808	712.2377603	0.007344321						
1781	1	0.006645056	0.002295995	1.59E-07	8.86E-07	1.35E-05	0.391572858	0.000131944	42.15327152	0.898441009	532.4217154	0.000360947						
1782	1	0.006794927	0.00348214	2.17E-07	6.28E-07	1.61E-05	0.542774801	0.000287367	17.34059201	0.227665187	137.7924489	0.000264155						
1783	1	0.00656339	0.003177174	1.66E-07	6.70E-07	2.50E-05	0.463191916	0.000289057	15.00921585	0.276823871	169.5089071	7.54E-05						
1784	1	0.005175328	0.003195306	1.73E-07	9.28E-07	2.58E-05	0.374503911	0.000217812	38.06148415	0.596728469	369.0805077	0.000741376						
1785	1	0.005198958	0.002705937	2.50E-07	7.46E-07	2.93E-05	0.511135646	0.000104948	41.55972808	0.668812358	422.4964948	0.006033181						
1786	1	0.004760728	0.003261	1.81E-07	9.69E-07	1.45E-05	0.323257753	0.000174897	69.02086364	0.81118453	502.3311436	0.001254138						
1787	1	0.00315129	0.003210339	2.34E-07	8.35E-07	1.73E-05	0.246613489	0.000127977	127.2667341	0.763188347	552.9526413	0.003692019						
1788	1	0.00692487	0.003083385	1.59E-07	7.02E-07	1.42E-05	0.561500638	0.000162922	24.24482676	0.497149256	279.0625185	0.000107329						
1789	1	0.005082785	0.002324472	1.64E-07	6.26E-07	2.71E-05	0.571610041	0.000294891	18.40938326	0.169451158	139.8660246	0.000197715						
1790	1	0.004638081	0.003803222	1.98E-07	7.88E-07	1.34E-05	0.453264502	0.000116572	70.10179967	0.803613457	467.3440562	0.007424835						
1791	1	0.004243916	0.002932708	1.71E-07	6.01E-07	2.60E-05	0.206055029	0.000173609	34.48751142	0.43242519	313.1158515	0.000877075						
1792	1	0.005859914	0.002437158	2.19E-07	6.98E-07	1.53E-05	0.337684134	0.000126414	40.57622002	0.604618511	386.2513607	0.000495639						
1793	1	0.00601756	0.003778477	2.21E-07	6.99E-07	1.90E-05	0.446267032	0.000286245	22.88966832	0.285827506	171.2142271	0.000247609						
1794	1	0.00403316	0.003262206	2.20E-07	7.61E-07	1.39E-05	0.477181805	0.000161415	71.77080646	0.445574144	314.3770181	0.000595284						
1795	1	0.005521438	0.002499648	1.54E-07	8.13E-07	1.35E-05	0.548512854	0.00020438	37.6925159	0.410360625	282.1335612	0.000156508						
1796	1	0.005454451	0.002542864	2.35E-07	6.63E-07	1.52E-05	0.290382957	0.000234116	32.86901453	0.297790679	211.8394727	0.000267093						
1797	1	0.006303866	0.002648193	1.99E-07	9.05E-07	2.48E-05	0.299656376	0.000227205	28.36112746	0.542028039	332.8057365	0.00120326						
1798	1	0.005937267	0.00267901	1.80E-07	6.51E-07	1.02E-05	0.564002478	0.000284986	25.85979106	0.203093494	144.706324	0.000116946						
1799	1	0.004528592	0.003402784	2.17E-07	6.51E-07	1.40E-05	0.351072694	0.000280565	39.75357766	0.250329563	175.8862527	0.000325162						
1800	1	0.004000772	0.003205403	2.13E-07	6.08E-07	2.64E-05	0.247449987	0.000203589	38.32551539	0.339823431	246.6102454	0.000629534						
1801	1	0.006784596	0.00385409	1.59E-07	7.66E-07	1.65E-05	0.579180128	0.000269251	19.92150614	0.360494196	198.7444199	0.000942688						
1802	1	0.005916882	0.003367699	2.14E-07	7.26E-07	2.46E-05	0.504028276	0.00013153	30.50939431	0.618441254	348.6876465	0.000421043						
