sample	pattern	L1 	L2	t1	t2	tp	rate	W	freq	Q	Tmax	Stiff
189	3	0.006737299	0.00359036	1.95E-07	7.38E-07	1.27E-05	0.283046099	0.000212247	19.71333204	0.126380669	210.1539446	0.000250811
190	3	0.003472027	0.003535309	1.96E-07	8.90E-07	1.21E-05	0.422955204	0.000187828	72.20122551	0.164038353	268.8152418	0.001147404
191	3	0.006422335	0.003823859	1.85E-07	7.49E-07	1.20E-05	0.287523943	0.000231519	20.89487995	0.126952109	200.9067827	0.000198538
192	3	0.006465725	0.00278681	1.95E-07	6.73E-07	1.13E-05	0.520746793	0.000256911	17.17536755	0.062424539	137.222708	8.04E-05
193	3	0.004853676	0.003704845	2.13E-07	6.72E-07	1.06E-05	0.326242439	0.000125956	41.96616547	0.180796449	282.495072	0.000644527
194	3	0.005926138	0.003545961	1.65E-07	9.18E-07	1.33E-05	0.231422734	0.000243421	27.41169614	0.173042879	278.8373833	0.000580259
195	3	0.004575464	0.00363166	2.03E-07	9.79E-07	1.63E-05	0.276091638	0.000215633	44.44526588	0.190298978	297.3636754	1.02E-03
196	3	0.004569044	0.003997513	1.84E-07	9.63E-07	2.40E-05	0.392510849	0.000105954	48.81118114	0.396553247	523.8885417	1.58E-03
197	3	0.005707622	0.002804966	1.65E-07	8.24E-07	2.90E-05	0.59597632	0.000291859	14.24123339	0.075173087	157.3705107	0.000136628
198	3	0.006344055	0.00330816	2.37E-07	9.46E-07	2.52E-05	0.231789663	0.000133054	27.215862	0.276562182	439.4002904	0.001240241
199	3	0.005035578	0.002186081	1.94E-07	7.25E-07	1.76E-05	0.547796892	0.000299118	20.10422477	0.048968204	129.5873408	9.50E-05
200	3	0.006791626	0.00250861	1.55E-07	9.33E-07	2.38E-05	0.285895916	0.000219204	17.62006429	0.151520025	322.3850654	0.000247917
201	3	0.005140677	0.002111511	1.93E-07	6.76E-07	1.66E-05	0.538946804	0.000287531	18.937116	0.04560864	125.839682	6.93E-05
202	3	0.004027935	0.002754411	2.23E-07	9.13E-07	1.02E-05	0.226828719	0.000144341	77.32606979	0.209335241	406.7954834	0.002845998
203	3	0.005822617	0.003751868	1.78E-07	8.77E-07	1.28E-05	0.534351133	0.000174954	30.43084754	0.171085197	265.0851947	0.000346973
204	3	0.005782993	0.003389799	2.35E-07	7.18E-07	2.30E-05	0.577870996	0.000159726	20.10835593	0.11389724	200.1834758	0.000234184
205	3	0.006123156	0.003650036	2.24E-07	9.17E-07	1.81E-05	0.263822562	0.000126122	33.05093871	0.296382951	433.6002943	0.001122417
206	3	0.006266576	0.002061108	2.04E-07	9.29E-07	2.90E-05	0.227800122	0.000192054	20.41547759	0.137682032	342.2565161	4.70E-04
207	3	0.005089598	0.002391714	1.80E-07	9.90E-07	1.33E-05	0.336551321	0.00025547	37.87617981	0.12054241	268.1184251	3.79E-04
208	3	0.004896411	0.002200473	1.56E-07	9.45E-07	1.14E-05	0.357535995	0.000276559	38.02212277	0.102982153	246.621154	0.000266315
209	3	0.004760202	0.002701464	1.53E-07	8.90E-07	1.71E-05	0.508635618	0.000228212	31.27892962	0.115622662	240.2225276	0.000277971
210	3	0.005708322	0.002971745	2.31E-07	6.30E-07	1.06E-05	0.25739122	0.000186701	26.18054456	0.098661933	197.0808243	2.92E-04
211	3	0.006232148	0.00200351	1.60E-07	7.69E-07	1.47E-05	0.348594895	0.00029126	17.54239647	0.067317919	180.3738472	6.97E-05
212	3	0.00496528	0.002535018	2.08E-07	8.08E-07	2.96E-05	0.538496939	0.000232148	20.92017354	0.080106582	181.1502817	0.000223251
213	3	0.003348574	0.002845752	1.54E-07	8.41E-07	2.46E-05	0.224412779	0.000236526	43.75353243	0.13887268	273.8677898	0.001473714
214	3	0.005706012	0.00261415	1.85E-07	8.91E-07	1.21E-05	0.375572273	0.0001505	37.53459883	0.175670891	359.2109135	3.95E-04
215	3	0.005348719	0.002614013	1.94E-07	7.24E-07	2.83E-05	0.270762618	0.000231684	17.59643673	0.092013262	201.2129204	0.000273552
216	3	0.005580416	0.002070585	2.28E-07	6.01E-07	1.77E-05	0.21579624	0.000234493	17.77747867	0.060461095	165.6403102	0.000243739
217	3	0.004739037	0.002348761	2.08E-07	6.76E-07	1.77E-05	0.200736544	0.000276436	23.46695719	0.067644331	164.3634987	0.00039917
218	3	0.005720814	0.002565029	2.32E-07	7.18E-07	1.78E-05	0.534101844	0.000290216	17.69541004	0.053352608	125.3607666	0.000106574
219	3	0.006560867	0.003865178	1.63E-07	7.39E-07	2.43E-05	0.533447496	0.00022503	12.90918781	0.111317126	178.3153854	0.000122201
220	3	0.003882016	0.002638641	1.72E-07	6.11E-07	2.36E-05	0.212316311	0.00015723	29.70500475	0.117155663	255.8779725	3.94E-04
221	3	0.004137804	0.002226388	1.57E-07	8.32E-07	1.02E-05	0.226424716	0.0002687	45.57516523	0.098851608	239.1376001	6.14E-04
222	3	0.004936388	0.002324805	1.92E-07	9.45E-07	2.31E-05	0.358304014	0.000292495	27.05273967	0.092062295	212.1754304	0.000285749
223	3	0.004647718	0.00355853	2.40E-07	8.68E-07	1.34E-05	0.308482358	0.000163956	49.26999889	0.186466967	296.7244612	0.001084747
224	3	0.003923189	0.003404984	1.81E-07	9.90E-07	2.72E-05	0.551778737	0.000223955	38.92528863	0.148457298	250.2644795	0.000776965
225	3	0.004228457	0.003252392	2.13E-07	7.20E-07	2.17E-05	0.519363399	0.000121535	38.02798048	0.157415752	275.097859	0.000589385
226	3	0.006500547	0.003295339	1.56E-07	9.75E-07	1.12E-05	0.350047156	0.000149829	34.82093226	0.274172235	447.7944888	4.69E-04
227	3	0.004654117	0.002330368	2.44E-07	6.51E-07	2.51E-05	0.322646185	0.000228031	22.4006803	0.066182464	164.31109	0.000184455
228	3	0.003462876	0.003911097	2.32E-07	6.61E-07	1.79E-05	0.495127301	0.000192553	42.90247881	0.101688515	164.4374829	6.21E-04
229	3	0.006502614	0.003947685	2.22E-07	8.49E-07	2.68E-05	0.559472701	0.000175608	17.93668015	0.15317017	228.7304096	0.000290387
230	3	0.006155043	0.003817596	1.92E-07	6.28E-07	2.82E-05	0.50013527	0.000222548	11.69251792	0.085514153	144.1953544	0.000119149
231	3	0.005321613	0.003989045	1.67E-07	8.84E-07	1.33E-05	0.45363086	0.000115866	42.85855568	0.307954262	423.7008746	0.000698207
232	3	0.005205923	0.003544547	1.55E-07	6.19E-07	2.17E-05	0.274104147	0.000252349	15.62938411	0.09074041	160.184553	2.16E-04
233	3	0.005143858	0.003147393	2.10E-07	6.16E-07	1.54E-05	0.411091278	0.00013579	27.46618025	0.122118837	227.9514354	2.70E-04
234	3	0.005940301	0.003835266	1.53E-07	9.30E-07	2.69E-05	0.34812749	0.000193927	21.29509978	0.222445438	329.8253338	0.000430532
235	3	0.003302547	0.002339914	2.17E-07	8.36E-07	2.34E-05	0.516777722	0.000190052	51.4107231	0.096404463	228.6898145	0.000579511
236	3	0.004823193	0.00378893	1.57E-07	8.54E-07	2.62E-05	0.414428664	0.00016422	28.65801169	0.210664516	318.6279511	0.000544027
237	3	0.00646432	0.003068432	2.29E-07	8.34E-07	2.76E-05	0.237265559	0.000188635	18.28287685	0.152194241	276.8542299	0.000535017
238	3	0.006717985	0.002837145	2.03E-07	8.76E-07	1.11E-05	0.517115486	0.000168082	27.99581308	0.138452672	271.0996346	0.000213693
239	3	0.00302618	0.002108404	1.77E-07	7.43E-07	2.56E-05	0.362591839	0.000137769	56.24319024	0.129877675	331.3810649	0.000830191
240	3	0.005775819	0.003658961	2.05E-07	9.65E-07	2.84E-05	0.564188658	0.000223708	21.0812031	0.140504098	224.0705278	0.000352898
241	3	0.006575445	0.002690586	2.50E-07	9.56E-07	1.73E-05	0.331329408	0.000256579	23.46431531	0.10869966	222.0024109	2.69E-04
242	3	0.00362683	0.003478967	2.13E-07	8.40E-07	1.48E-05	0.519494687	0.000156469	61.38361307	0.158640902	263.3207283	0.000952987
243	3	0.00534778	0.002603506	1.80E-07	6.90E-07	2.01E-05	0.227558339	0.000213007	20.00857482	0.098933211	217.5832594	0.000377887
244	3	0.003655612	0.003021038	2.04E-07	8.04E-07	1.24E-05	0.363658566	0.00013115	70.87597627	0.186095914	341.3119479	1.21E-03
245	3	0.005774613	0.003561543	2.14E-07	8.33E-07	2.95E-05	0.315348332	0.000205928	19.68330408	0.146735588	239.3599825	3.86E-04
246	3	0.003784835	0.002430746	1.94E-07	8.27E-07	2.83E-05	0.312409236	0.000163219	41.21706538	0.143900159	320.5458079	0.000868028
247	3	0.005475595	0.00244089	1.67E-07	6.07E-07	2.03E-05	0.422400978	0.000100483	22.75438645	0.14352431	321.0040286	0.000194054
248	3	0.005222937	0.002147464	1.90E-07	9.09E-07	2.15E-05	0.409328802	0.000180614	30.36314119	0.125411924	306.939653	3.17E-04
249	3	0.004569944	0.00213405	2.28E-07	9.06E-07	2.14E-05	0.435548156	0.000222893	35.07649711	0.091337349	228.986589	3.43E-04
250	3	0.005466514	0.002479555	2.29E-07	8.82E-07	2.48E-05	0.202196105	0.000127684	31.93740964	0.217208986	449.7018553	0.001550046
251	3	0.00595407	0.003621573	2.06E-07	6.22E-07	1.65E-05	0.541103138	0.000286723	14.14660782	0.059393803	109.557696	9.60E-05
252	3	0.005747091	0.002334475	2.18E-07	6.32E-07	2.12E-05	0.466027006	0.000191808	17.16017891	0.068166683	170.477724	1.09E-04
253	3	0.004736458	0.002061406	1.94E-07	7.87E-07	1.02E-05	0.32065238	0.00021871	39.91055522	0.086579042	227.3694756	0.000272421
254	3	0.006303736	0.003831835	1.77E-07	7.18E-07	1.18E-05	0.48698411	0.000245166	18.99438763	0.096562236	158.4627675	0.000134822
255	3	0.005483472	0.00275223	2.13E-07	8.07E-07	2.30E-05	0.332407674	0.000274251	20.27277091	0.085869578	179.0427596	0.000225865
256	3	0.00523018	0.002057228	1.72E-07	9.14E-07	1.58E-05	0.479560329	0.000111437	42.95480222	0.199139655	482.2712231	0.000422126
257	3	0.005553332	0.003295418	2.38E-07	6.66E-07	2.33E-05	0.477291093	0.00017664	19.59844912	0.098862553	181.5480023	0.000209452
258	3	0.004216693	0.003299264	1.86E-07	9.65E-07	1.78E-05	0.501065511	0.000235604	42.19422552	0.134609986	234.6802837	0.000569343
259	3	0.003797575	0.003356634	2.29E-07	8.90E-07	1.35E-05	0.527018169	0.000120643	74.31463826	0.212139268	346.2434812	0.001307234
260	3	0.006920384	0.003503368	2.41E-07	8.43E-07	1.92E-05	0.439867127	0.000109183	26.08178751	0.246637111	375.2302395	0.000425559
261	3	0.006125696	0.003636105	1.72E-07	8.93E-07	2.36E-05	0.364640141	0.00029442	17.37332295	0.122173119	198.0698078	0.00023752
262	3	0.003204908	0.002630541	1.81E-07	7.97E-07	1.11E-05	0.295631311	0.000118997	92.32695679	0.206234421	423.0924549	0.002273947
263	3	0.006129744	0.003737661	2.12E-07	7.33E-07	1.54E-05	0.547732984	0.000106395	27.6065323	0.203328748	305.1597574	0.000363131
264	3	0.003990587	0.003970844	1.63E-07	8.13E-07	1.76E-05	0.565636133	0.000256754	33.38617569	0.111183621	173.8840094	0.000427286
265	3	0.004444498	0.003822088	1.62E-07	6.14E-07	2.81E-05	0.435998479	0.000286148	16.07612161	0.071855257	123.8026772	0.000164255
266	3	0.003225792	0.003764319	2.35E-07	8.27E-07	1.92E-05	0.353285257	0.000113521	80.13225536	0.261996603	383.5665624	0.002865793
267	3	0.005961609	0.003044655	2.00E-07	9.32E-07	1.03E-05	0.25676045	0.000152812	40.97619156	0.225304472	398.0212836	0.000843405
268	3	0.003131882	0.002578628	2.39E-07	6.65E-07	2.98E-05	0.386919831	0.00012626	50.03765096	0.12686848	274.6626363	0.000921877
269	3	0.004480637	0.003315123	2.37E-07	7.18E-07	1.55E-05	0.274538332	0.000116178	45.83957963	0.204211593	341.3540048	0.001319135
270	3	0.006040037	0.003819218	2.14E-07	8.07E-07	2.40E-05	0.556100548	0.000109015	24.98721255	0.232208457	335.479044	4.72E-04
271	3	0.005690479	0.002329746	2.00E-07	8.13E-07	2.25E-05	0.427669678	0.000292914	18.21223635	0.068028584	163.3799677	0.000126486
272	3	0.005310688	0.003874976	1.56E-07	8.64E-07	1.20E-05	0.521740913	0.000221734	30.7638814	0.145699081	224.8936536	0.00030886
273	3	0.003129261	0.003043866	1.80E-07	8.64E-07	2.20E-05	0.556465525	0.00011231	71.75225079	0.221593438	393.8140171	0.001550864
274	3	0.006813337	0.002361752	1.57E-07	9.95E-07	1.86E-05	0.569266417	0.000251796	18.68646339	0.108640611	246.6924086	0.000141794
275	3	0.006488463	0.003926729	1.80E-07	8.84E-07	2.80E-05	0.531440526	0.00027484	14.2031368	0.116231185	179.725499	0.000192281
276	3	0.003140838	0.003812272	2.13E-07	8.29E-07	2.48E-05	0.545930639	0.000201644	50.72483245	0.128092326	203.0721107	0.001015761
277	3	0.003560953	0.003314272	2.09E-07	8.05E-07	1.49E-05	0.56648572	0.000294701	42.75138234	0.074239691	138.7677703	0.000429407
278	3	0.005608038	0.002221004	2.01E-07	7.92E-07	1.14E-05	0.522081286	0.000177769	31.18172741	0.093282155	231.4423365	0.000177333
279	3	0.006146623	0.002239954	1.91E-07	9.19E-07	1.51E-05	0.214693371	0.000217496	26.62439568	0.13081334	307.127719	0.000489859
280	3	0.005726521	0.00365364	2.20E-07	7.41E-07	1.98E-05	0.306388218	0.000156825	24.37612061	0.166605977	264.0623048	0.000477633
281	3	0.006059706	0.003168759	2.04E-07	9.96E-07	2.54E-05	0.516341304	0.00021722	22.40177676	0.141960388	251.9714079	0.000289113
282	3	0.005195699	0.00215284	1.97E-07	9.40E-07	1.81E-05	0.416595417	0.00014736	38.68253134	0.15931015	379.9341508	0.000434065
283	3	0.004475629	0.003517043	2.27E-07	7.39E-07	2.93E-05	0.277277777	0.000171161	28.21611442	0.150529442	249.3319433	8.49E-04
284	3	0.003364223	0.00262647	2.46E-07	8.55E-07	1.42E-05	0.337206276	0.000166624	77.20694323	0.138677597	290.7683525	0.001470789
285	3	0.006579372	0.00300832	2.06E-07	9.16E-07	1.70E-05	0.529132872	0.000144036	26.54305745	0.179295877	324.2595428	0.000301037
286	3	0.003304168	0.002164371	1.81E-07	9.42E-07	1.95E-05	0.384017526	0.000164847	69.52271155	0.153237492	370.7706557	0.00111859
287	3	0.005696698	0.003148124	2.34E-07	6.30E-07	1.52E-05	0.372999709	0.000237512	19.50972522	0.073036471	144.2591784	1.35E-04
288	3	0.004294906	0.002092144	1.81E-07	7.71E-07	2.23E-05	0.53788664	0.000148603	33.81440636	0.105444062	272.8797392	0.00031369
289	3	0.00653119	0.003856512	2.06E-07	7.21E-07	2.54E-05	0.445034064	0.000201444	14.48736897	0.117237973	186.2447057	0.000149919
290	3	0.005746306	0.002167811	2.21E-07	7.19E-07	1.47E-05	0.312807327	0.000163489	26.7413051	0.102320674	256.735755	0.000232499
291	3	0.004002255	0.002247089	2.17E-07	7.11E-07	1.50E-05	0.220539092	0.000213753	39.95382013	0.087187064	216.5957337	0.000834069
292	3	0.006292663	0.002073891	1.77E-07	7.21E-07	2.32E-05	0.484936268	0.000225151	14.2505035	0.067194065	180.8867555	8.03E-05
293	3	0.004103338	0.00399217	1.80E-07	8.01E-07	1.26E-05	0.2951766	0.000279512	40.11701869	0.121361957	186.0383409	0.000662683
294	3	0.00326836	0.002731248	2.49E-07	6.85E-07	1.58E-05	0.452227334	0.000200918	53.19291162	0.078659935	171.822933	0.000500592
295	3	0.004572733	0.003359921	1.63E-07	6.28E-07	1.09E-05	0.556326475	0.000210786	27.82319525	0.080638105	152.1797554	0.000139887
296	3	0.005343175	0.003063092	2.14E-07	7.63E-07	1.52E-05	0.453114521	0.000221842	26.12307984	0.093117993	180.7262696	0.00022144
297	3	0.006037091	0.002467788	1.79E-07	6.09E-07	1.58E-05	0.459852125	0.000170817	17.45437363	0.078969221	188.047036	9.51E-05
298	3	0.005430407	0.003512336	2.38E-07	9.58E-07	1.16E-05	0.21805817	0.000205174	42.19265847	0.185451333	297.1846781	0.001334996
299	3	0.00618645	0.002629662	1.74E-07	7.07E-07	1.28E-05	0.533354224	0.00013877	23.6887158	0.120964462	259.5217734	0.000157918
300	3	0.005980417	0.003487709	1.77E-07	6.45E-07	1.10E-05	0.462943865	0.000155224	23.69692299	0.122767359	212.3094823	0.000165275
301	3	0.005506804	0.003148216	1.70E-07	7.64E-07	1.57E-05	0.502940672	0.000266817	20.59038099	0.08437219	161.8882992	0.000155345
302	3	0.006463632	0.002833869	2.24E-07	6.28E-07	2.92E-05	0.304012186	0.000237438	11.46073637	0.073680603	156.4886438	0.000123416
303	3	0.005942503	0.002957237	2.37E-07	7.29E-07	2.12E-05	0.253795363	0.00014917	22.96467874	0.151410524	285.7396772	5.30E-04
304	3	0.003950446	0.002727346	2.19E-07	6.16E-07	2.38E-05	0.542635731	0.000152164	30.09367408	0.086184129	188.15477	0.000313832
305	3	0.005184457	0.002920997	1.65E-07	7.02E-07	1.78E-05	0.407769553	0.000292921	18.79714551	0.070103938	145.0709832	0.000129615
306	3	0.003483535	0.003829789	1.96E-07	9.62E-07	1.58E-05	0.22236277	0.000256438	62.01781331	0.174638395	264.4144174	2.39E-03
307	3	0.003852175	0.003553088	2.20E-07	9.63E-07	2.22E-05	0.501247097	0.000208911	47.83331794	0.1492297	242.8416502	0.000910158
308	3	0.006509036	0.003787547	2.36E-07	8.73E-07	1.82E-05	0.295371095	0.000109571	30.88480354	0.31360891	437.7757485	0.000875373
309	3	0.003055837	0.0027634	2.41E-07	7.21E-07	2.73E-05	0.32396504	0.000129435	59.3283452	0.153645033	308.0278387	1.81E-03
310	3	0.004672976	0.002420351	2.27E-07	6.97E-07	2.77E-05	0.276271181	0.000159509	26.28778852	0.113272446	259.661213	0.000504486
311	3	0.005896478	0.003913621	2.40E-07	8.80E-07	2.63E-05	0.555285262	0.000273285	18.1440705	0.100188691	157.8264352	2.08E-04
312	3	0.003921805	0.003252951	1.74E-07	7.77E-07	2.57E-05	0.297853362	0.000243166	30.79109858	0.115805058	209.6508156	0.000470176
313	3	0.005951329	0.003815624	2.34E-07	9.89E-07	1.29E-05	0.504820714	0.000271382	29.99446583	0.12209996	190.1584317	0.000297889
314	3	0.006041046	0.002918836	1.88E-07	6.43E-07	1.91E-05	0.317436619	0.000129449	20.18274787	0.145941812	282.7517137	0.000241125
315	3	0.00452167	0.003849093	1.69E-07	8.62E-07	1.79E-05	0.212694141	0.000138697	43.20152441	0.298689614	431.5753269	0.002452882
316	3	0.006207289	0.002626651	2.25E-07	8.36E-07	1.59E-05	0.557005004	0.000263101	20.21097461	0.073546218	162.0775359	9.79E-05
317	3	0.005358331	0.003630377	2.06E-07	9.26E-07	1.08E-05	0.245794343	0.000269697	36.22765876	0.142310777	227.8562527	0.00067305
318	3	0.003604697	0.003456069	1.70E-07	8.95E-07	2.73E-05	0.491503911	0.000141808	49.3161777	0.221188415	356.8827161	0.001144716
319	3	0.0054532	0.003025944	2.46E-07	6.74E-07	1.40E-05	0.495642044	0.000231824	23.20177571	0.070201909	143.3024293	0.00016728
320	3	0.004497471	0.003952159	1.54E-07	7.31E-07	2.30E-05	0.254248806	0.00010787	34.48344336	0.31143016	437.927146	0.001497095
321	3	0.003954957	0.003718719	2.41E-07	6.03E-07	1.49E-05	0.593805433	0.000221946	31.16505698	0.069911916	124.5782099	0.000315222
322	3	0.006917245	0.003238389	2.45E-07	7.50E-07	1.46E-05	0.424032509	0.000213637	19.03500748	0.098447034	181.2618145	0.00015444
323	3	0.00412441	0.003744398	2.35E-07	8.59E-07	2.45E-05	0.248796411	0.000153348	44.42815942	0.223166134	334.9156525	2.31E-03
324	3	0.003603411	0.003335812	1.84E-07	8.47E-07	2.55E-05	0.494513423	0.000246587	37.24623359	0.108080304	192.6166747	0.000579464
325	3	0.003239603	0.002454101	1.97E-07	9.60E-07	2.09E-05	0.517797065	0.000111427	83.30470486	0.21988747	459.5347214	1.61E-03
326	3	0.006099396	0.003018042	1.53E-07	9.90E-07	1.48E-05	0.379353513	0.000280202	24.947037	0.137622734	253.290067	0.000226301
327	3	0.003251176	0.002198518	1.87E-07	8.05E-07	1.76E-05	0.487030735	0.000100339	76.53488522	0.180278497	423.7557732	0.00105173
328	3	0.004380304	0.003312774	1.67E-07	8.48E-07	1.85E-05	0.271524074	0.000235417	34.21565362	0.144436931	251.5491938	7.03E-04
329	3	0.006549823	0.002319869	1.60E-07	9.05E-07	2.79E-05	0.438893304	0.000149545	19.60295869	0.172598266	388.1018565	0.000211461
330	3	0.003306469	0.002533095	2.35E-07	8.74E-07	1.97E-05	0.285333818	0.000171357	67.31115811	0.145906276	312.9418995	0.001978758
331	3	0.003915353	0.003529564	1.90E-07	9.29E-07	2.05E-05	0.219353016	0.000120548	60.72635416	0.344485456	520.8530601	4.66E-03
332	3	0.006755522	0.003229471	2.49E-07	7.91E-07	2.97E-05	0.292998792	0.000214413	15.0297625	0.118844524	213.1000719	0.000290187
333	3	0.003468069	0.002260753	2.24E-07	6.55E-07	1.37E-05	0.3343982	0.000179295	51.65413403	0.082291402	207.6498081	5.02E-04
334	3	0.004834872	0.002205831	1.67E-07	8.57E-07	2.58E-05	0.322638802	0.000174472	28.89428233	0.139408511	334.6030079	0.000434113
335	3	0.006590552	0.003448787	1.91E-07	6.75E-07	1.10E-05	0.368248016	0.000288793	16.73207119	0.074493797	135.9636287	7.55E-05
336	3	0.005384577	0.003027088	2.40E-07	6.74E-07	1.19E-05	0.219054704	0.000111311	37.62203813	0.192522821	348.449927	0.001127199
337	3	0.005730878	0.00295101	2.43E-07	7.65E-07	2.74E-05	0.576946693	0.000242	16.56636865	0.073185055	149.7974645	1.62E-04
338	3	0.004920685	0.002869222	2.01E-07	8.10E-07	1.94E-05	0.542439346	0.000291709	23.24637216	0.071156715	147.6912489	0.000204616
339	3	0.004222137	0.003440645	2.35E-07	7.23E-07	1.31E-05	0.499236506	0.000115421	52.64014823	0.17203224	283.3683244	0.000726011
340	3	0.005136852	0.002907838	2.29E-07	6.88E-07	1.61E-05	0.383970385	0.000246307	23.75305918	0.073277529	152.3772992	0.000197322
341	3	0.004620172	0.002503371	2.08E-07	9.23E-07	1.10E-05	0.396564008	0.000129749	62.69377337	0.193260206	402.4250075	0.000750982
342	3	0.006566779	0.002626041	1.78E-07	6.26E-07	1.12E-05	0.534785196	0.000215817	16.27409356	0.064075398	148.6022315	6.31E-05
343	3	0.004389574	0.002696858	1.54E-07	7.57E-07	2.73E-05	0.268551296	0.000105052	34.75398245	0.248110916	485.5164023	0.001103864
344	3	0.00632371	0.002025662	1.97E-07	9.33E-07	2.80E-05	0.535491813	0.000201411	18.76403845	0.100472821	260.0479399	0.000160597
345	3	0.005270627	0.003547922	1.81E-07	6.43E-07	2.39E-05	0.358772244	0.00024835	16.02449351	0.086569304	153.2194196	0.000190712
346	3	0.004386343	0.002108718	1.87E-07	7.47E-07	1.57E-05	0.464058537	0.000282878	28.82596576	0.057357128	152.6048602	0.000151024
347	3	0.004702135	0.003250201	2.10E-07	9.92E-07	2.53E-05	0.552264828	0.00024378	30.66453193	0.122207542	216.1725367	4.83E-04
348	3	0.003042601	0.003143071	2.47E-07	8.13E-07	1.13E-05	0.291250624	0.000212939	85.92190046	0.121951145	226.0017129	1.93E-03
349	3	0.004762314	0.002197811	1.63E-07	9.21E-07	1.51E-05	0.409198244	0.000199986	38.83098776	0.125714809	303.0867381	0.000329177
350	3	0.00307842	0.003754027	1.96E-07	9.92E-07	2.14E-05	0.296609767	0.000274861	65.07165233	0.159170753	245.7222406	0.002103904
351	3	0.003470238	0.002302809	1.56E-07	6.80E-07	2.74E-05	0.572748301	0.000254175	26.25157299	0.058030791	148.1958015	0.00022081
352	3	0.003323012	0.002139783	2.48E-07	8.09E-07	2.58E-05	0.247406363	0.000161951	55.94199492	0.125819235	312.391016	0.002084653
353	3	0.004941712	0.002830555	2.42E-07	6.64E-07	1.41E-05	0.583078578	0.000130018	33.28460188	0.108693328	221.6458328	0.000314459
354	3	0.005994725	0.002412904	2.17E-07	6.88E-07	1.90E-05	0.432775893	0.000288075	15.53685492	0.054049049	132.2350652	8.27E-05
355	3	0.003590907	0.003259062	1.68E-07	6.33E-07	1.43E-05	0.466681712	0.000205287	37.88761595	0.087342852	166.8231579	0.000324233
356	3	0.004835997	0.002430917	1.72E-07	9.56E-07	1.60E-05	0.55864666	0.000150012	42.35104739	0.164330006	358.3375029	0.000469969
357	3	0.003478911	0.003330397	1.83E-07	7.30E-07	2.65E-05	0.457911051	0.000210042	35.24615815	0.105240547	190.9573003	0.000535682
358	3	0.006380517	0.003189998	1.83E-07	6.85E-07	2.25E-05	0.590259625	0.000152612	15.45864862	0.114839924	213.3446116	0.00015119
